ticker,sector,date,fundamental_score,technical_score,sentiment_score,price_now,price_future,label,vix_level,stock_beta,peg_ratio,rsi_14
ASML.AS,Semiconductor Equipment,2026-02-26,52.9,,36.0,1300.0,1142.4,0,18.63,1.382,7.224,60.45
ASML.AS,Semiconductor Equipment,2026-02-27,52.9,,43.5,1233.4,1142.4,0,19.86,1.382,7.224,46.41
ASML.AS,Semiconductor Equipment,2026-03-02,52.9,,58.2,1200.0,1149.4,0,21.44,1.382,7.224,41.24
ASML.AS,Semiconductor Equipment,2026-03-03,52.9,,47.5,1163.6,1161.0,0,23.57,1.382,7.224,36.47
ASML.AS,Semiconductor Equipment,2026-03-04,52.9,,55.8,1181.2,1137.2,0,21.15,1.382,7.224,40.08
ASML.AS,Semiconductor Equipment,2026-03-05,52.9,32.0,46.4,1203.4,1137.2,0,23.75,1.382,7.224,44.37
ASML.AS,Semiconductor Equipment,2026-03-06,52.9,21.2,51.7,1147.0,1137.2,0,29.49,1.382,7.224,37.1
ASML.AS,Semiconductor Equipment,2026-03-09,52.9,14.4,50.1,1106.0,1202.0,1,25.5,1.382,7.224,32.88
ASML.AS,Semiconductor Equipment,2026-03-10,52.9,31.2,51.9,1202.0,1204.0,1,24.93,1.382,7.224,47.84
ASML.AS,Semiconductor Equipment,2026-03-11,52.9,24.2,54.3,1177.8,1270.0,1,24.23,1.382,7.224,45.11
ASML.AS,Semiconductor Equipment,2026-03-12,52.9,31.2,52.2,1194.2,1252.2,1,27.29,1.382,7.224,47.3
ASML.AS,Semiconductor Equipment,2026-03-13,52.9,30.3,61.0,1179.6,1252.2,1,27.19,1.382,7.224,45.56
005930.KS,Technology,2026-02-09,76.7,,61.7,166400.0,190000.0,1,17.36,1.211,0.0443,
005930.KS,Technology,2026-02-10,76.7,,58.7,165800.0,187900.0,1,17.79,1.211,0.0443,
005930.KS,Technology,2026-02-11,76.7,,63.0,167800.0,183500.0,1,17.65,1.211,0.0443,
005930.KS,Technology,2026-02-12,76.7,,49.0,178600.0,188700.0,1,20.82,1.211,0.0443,
005930.KS,Technology,2026-02-13,76.7,,47.8,181200.0,188700.0,1,20.6,1.211,0.0443,
005930.KS,Technology,2026-02-19,76.7,,42.3,190000.0,186300.0,0,20.23,1.211,0.0443,
005930.KS,Technology,2026-02-20,76.7,,49.2,190100.0,186300.0,0,19.09,1.211,0.0443,
005930.KS,Technology,2026-02-23,76.7,,45.8,193000.0,189000.0,0,21.01,1.211,0.0443,
005930.KS,Technology,2026-02-24,76.7,,53.2,200000.0,180100.0,0,19.55,1.211,0.0443,
005930.KS,Technology,2026-02-25,76.7,,62.3,203500.0,180100.0,0,17.93,1.211,0.0443,
005930.KS,Technology,2026-02-26,76.7,,58.5,218000.0,176300.0,0,18.63,1.211,0.0443,
005930.KS,Technology,2026-02-27,76.7,,57.8,216500.0,176300.0,0,19.86,1.211,0.0443,
005930.KS,Technology,2026-03-03,76.7,,53.3,195100.0,178400.0,0,23.57,1.211,0.0443,77.76
005930.KS,Technology,2026-03-04,76.7,,46.4,172200.0,186200.0,1,21.15,1.211,0.0443,62.82
005930.KS,Technology,2026-03-05,76.7,,46.7,191600.0,193100.0,1,23.75,1.211,0.0443,68.36
005930.KS,Technology,2026-03-06,76.7,,48.3,188200.0,193100.0,1,29.49,1.211,0.0443,66.49
005930.KS,Technology,2026-03-09,76.7,,53.9,173500.0,210500.0,1,25.5,1.211,0.0443,58.97
005930.KS,Technology,2026-03-10,76.7,,56.6,187900.0,204000.0,1,24.93,1.211,0.0443,63.35
005930.KS,Technology,2026-03-11,76.7,44.6,59.9,190000.0,206000.0,1,24.23,1.211,0.0443,63.95
005930.KS,Technology,2026-03-12,76.7,39.1,57.4,187900.0,201000.0,1,27.29,1.211,0.0443,62.84
005930.KS,Technology,2026-03-13,76.7,30.8,56.8,183500.0,201000.0,1,27.19,1.211,0.0443,60.46
ORCL,Enterprise Software,2026-02-06,53.2,,43.8,142.82,151.56,1,20.37,1.597,1.2031,
ORCL,Enterprise Software,2026-02-09,53.2,,44.3,156.59,163.12,1,17.36,1.597,1.2031,
ORCL,Enterprise Software,2026-02-10,53.2,,43.2,159.89,159.16,0,17.79,1.597,1.2031,
ORCL,Enterprise Software,2026-02-11,53.2,,47.8,157.16,155.11,0,17.65,1.597,1.2031,
ORCL,Enterprise Software,2026-02-12,53.2,,45.6,156.48,155.97,0,20.82,1.597,1.2031,
ORCL,Enterprise Software,2026-02-13,53.2,,42.4,160.14,155.97,0,20.6,1.597,1.2031,
ORCL,Enterprise Software,2026-02-17,53.2,,40.6,153.97,155.52,1,20.29,1.597,1.2031,
ORCL,Enterprise Software,2026-02-18,53.2,,40.2,156.17,149.68,0,19.62,1.597,1.2031,
ORCL,Enterprise Software,2026-02-19,53.2,,40.1,156.54,154.34,0,20.23,1.597,1.2031,
ORCL,Enterprise Software,2026-02-20,53.2,,37.6,148.08,154.34,1,19.09,1.597,1.2031,
ORCL,Enterprise Software,2026-02-23,53.2,,32.4,141.31,146.02,1,21.01,1.597,1.2031,
ORCL,Enterprise Software,2026-02-24,53.2,,30.0,146.14,142.81,0,19.55,1.597,1.2031,
ORCL,Enterprise Software,2026-02-25,53.2,,33.5,147.89,139.66,0,17.93,1.597,1.2031,
ORCL,Enterprise Software,2026-02-26,53.2,,35.6,150.31,147.11,0,18.63,1.597,1.2031,84.46
ORCL,Enterprise Software,2026-02-27,53.2,,34.4,145.4,147.11,1,19.86,1.597,1.2031,80.57
ORCL,Enterprise Software,2026-03-02,53.2,,42.8,149.25,145.23,0,21.44,1.597,1.2031,81.3
ORCL,Enterprise Software,2026-03-03,53.2,,42.7,149.01,146.38,0,23.57,1.597,1.2031,81.1
ORCL,Enterprise Software,2026-03-04,53.2,,44.8,152.37,145.54,0,21.15,1.597,1.2031,81.78
ORCL,Enterprise Software,2026-03-05,53.2,,37.6,154.79,145.54,0,23.75,1.597,1.2031,82.28
ORCL,Enterprise Software,2026-03-06,53.2,58.5,34.9,152.96,145.54,0,29.49,1.597,1.2031,80.49
ORCL,Enterprise Software,2026-03-09,53.2,54.1,33.1,151.56,143.66,0,25.5,1.597,1.2031,79.06
ORCL,Enterprise Software,2026-03-10,53.2,50.5,35.4,149.4,137.86,0,24.93,1.597,1.2031,76.8
ORCL,Enterprise Software,2026-03-11,53.2,74.5,44.7,163.12,138.09,0,24.23,1.597,1.2031,80.59
ORCL,Enterprise Software,2026-03-12,53.2,72.0,45.4,159.16,155.62,0,27.29,1.597,1.2031,76.7
ORCL,Enterprise Software,2026-03-13,53.2,68.1,50.4,155.11,155.62,1,27.19,1.597,1.2031,72.82
ADBE,Software,2026-02-06,67.3,,19.0,268.38,282.44,1,20.37,1.518,1.2637,
ADBE,Software,2026-02-09,67.3,,30.6,266.9,273.71,1,17.36,1.518,1.2637,
ADBE,Software,2026-02-10,67.3,,31.5,264.67,269.78,1,17.79,1.518,1.2637,
ADBE,Software,2026-02-11,67.3,,31.4,257.16,249.32,0,17.65,1.518,1.2637,
ADBE,Software,2026-02-12,67.3,,32.4,262.5,251.86,0,20.82,1.518,1.2637,
ADBE,Software,2026-02-13,67.3,,35.6,263.97,251.86,0,20.6,1.518,1.2637,
ADBE,Software,2026-02-17,67.3,,41.9,260.45,245.99,0,20.29,1.518,1.2637,
ADBE,Software,2026-02-18,67.3,,43.1,263.17,248.15,0,19.62,1.518,1.2637,
ADBE,Software,2026-02-19,67.3,,47.0,259.21,247.64,0,20.23,1.518,1.2637,
ADBE,Software,2026-02-20,67.3,,48.7,258.61,247.64,0,19.09,1.518,1.2637,
ADBE,Software,2026-02-23,67.3,,51.3,246.68,237.25,0,21.01,1.518,1.2637,
ADBE,Software,2026-02-24,67.3,,45.8,255.17,240.88,0,19.55,1.518,1.2637,
ADBE,Software,2026-02-25,67.3,,44.9,257.81,234.84,0,17.93,1.518,1.2637,
ADBE,Software,2026-02-26,67.3,,48.8,259.04,243.08,0,18.63,1.518,1.2637,36.87
ADBE,Software,2026-02-27,67.3,,50.5,262.41,243.08,0,19.86,1.518,1.2637,41.66
ADBE,Software,2026-03-02,67.3,,49.4,260.88,241.37,0,21.44,1.518,1.2637,40.17
ADBE,Software,2026-03-03,67.3,,51.2,270.99,242.92,0,23.57,1.518,1.2637,52.31
ADBE,Software,2026-03-04,67.3,,55.9,273.12,244.36,0,21.15,1.518,1.2637,54.41
ADBE,Software,2026-03-05,67.3,,59.3,281.74,244.36,0,23.75,1.518,1.2637,61.74
ADBE,Software,2026-03-06,67.3,80.0,52.1,283.62,244.36,0,29.49,1.518,1.2637,63.14
ADBE,Software,2026-03-09,67.3,79.0,42.4,282.44,239.31,0,25.5,1.518,1.2637,61.62
ADBE,Software,2026-03-10,67.3,71.5,34.7,275.13,229.94,0,24.93,1.518,1.2637,53.11
ADBE,Software,2026-03-11,67.3,68.6,33.7,273.71,225.35,0,24.23,1.518,1.2637,51.62
ADBE,Software,2026-03-12,67.3,59.6,30.8,269.78,240.11,0,27.29,1.518,1.2637,47.63
ADBE,Software,2026-03-13,67.3,22.6,26.7,249.32,240.11,0,27.19,1.518,1.2637,33.23
CRM,Enterprise Software,2026-02-06,58.5,,54.0,191.35,198.79,1,20.37,1.288,1.2441,
CRM,Enterprise Software,2026-02-09,58.5,,45.1,194.03,194.13,1,17.36,1.288,1.2441,
CRM,Enterprise Software,2026-02-10,58.5,,50.4,193.45,199.28,1,17.79,1.288,1.2441,
CRM,Enterprise Software,2026-02-11,58.5,,51.4,185.0,192.83,1,17.65,1.288,1.2441,
CRM,Enterprise Software,2026-02-12,58.5,,50.5,185.43,198.34,1,20.82,1.288,1.2441,
CRM,Enterprise Software,2026-02-13,58.5,,50.2,189.72,198.34,1,20.6,1.288,1.2441,
CRM,Enterprise Software,2026-02-17,58.5,,56.4,184.29,194.99,1,20.29,1.288,1.2441,
CRM,Enterprise Software,2026-02-18,58.5,,60.5,187.79,195.38,1,19.62,1.288,1.2441,
CRM,Enterprise Software,2026-02-19,58.5,,60.7,185.29,195.18,1,20.23,1.288,1.2441,
CRM,Enterprise Software,2026-02-20,58.5,,60.8,185.16,195.18,1,19.09,1.288,1.2441,
CRM,Enterprise Software,2026-02-23,58.5,,59.1,178.16,181.96,1,21.01,1.288,1.2441,
CRM,Enterprise Software,2026-02-24,58.5,,54.6,185.42,185.64,1,19.55,1.288,1.2441,
CRM,Enterprise Software,2026-02-25,58.5,,52.6,191.75,179.31,0,17.93,1.288,1.2441,
CRM,Enterprise Software,2026-02-26,58.5,,45.4,199.47,186.67,0,18.63,1.288,1.2441,72.86
CRM,Enterprise Software,2026-02-27,58.5,,42.8,194.79,186.67,0,19.86,1.288,1.2441,66.75
CRM,Enterprise Software,2026-03-02,58.5,,39.3,192.95,186.24,0,21.44,1.288,1.2441,64.46
CRM,Enterprise Software,2026-03-03,58.5,,42.0,196.05,187.18,0,23.57,1.288,1.2441,66.54
CRM,Enterprise Software,2026-03-04,58.5,,43.3,193.08,185.03,0,21.15,1.288,1.2441,62.75
CRM,Enterprise Software,2026-03-05,58.5,,42.0,201.39,185.03,0,23.75,1.288,1.2441,68.21
CRM,Enterprise Software,2026-03-06,58.5,78.1,47.4,202.11,185.03,0,29.49,1.288,1.2441,68.64
CRM,Enterprise Software,2026-03-09,58.5,75.8,56.1,198.79,176.37,0,25.5,1.288,1.2441,64.33
CRM,Enterprise Software,2026-03-10,58.5,69.1,50.8,194.91,170.85,0,24.93,1.288,1.2441,59.62
CRM,Enterprise Software,2026-03-11,58.5,64.6,48.5,194.13,164.96,0,24.23,1.288,1.2441,58.69
CRM,Enterprise Software,2026-03-12,58.5,73.8,49.7,199.28,172.82,0,27.29,1.288,1.2441,62.81
CRM,Enterprise Software,2026-03-13,58.5,54.0,51.0,192.83,172.82,0,27.19,1.288,1.2441,55.35
IBM,Technology,2026-02-06,63.5,,81.0,298.93,253.33,0,20.37,0.685,0.2404,
IBM,Technology,2026-02-09,63.5,,66.1,296.34,248.87,0,17.36,0.685,0.2404,
IBM,Technology,2026-02-10,63.5,,65.2,291.76,247.68,0,17.79,0.685,0.2404,
IBM,Technology,2026-02-11,63.5,,64.0,272.81,246.28,0,17.65,0.685,0.2404,
IBM,Technology,2026-02-12,63.5,,62.5,259.52,249.25,0,20.82,0.685,0.2404,
IBM,Technology,2026-02-13,63.5,,62.2,262.38,249.25,0,20.6,0.685,0.2404,
IBM,Technology,2026-02-17,63.5,,63.8,258.31,250.37,0,20.29,0.685,0.2404,
IBM,Technology,2026-02-18,63.5,,61.4,260.79,241.77,0,19.62,0.685,0.2404,
IBM,Technology,2026-02-19,63.5,,62.6,256.28,248.44,0,20.23,0.685,0.2404,
IBM,Technology,2026-02-20,63.5,,64.8,257.16,248.44,0,19.09,0.685,0.2404,
IBM,Technology,2026-02-23,63.5,,55.7,223.35,241.39,1,21.01,0.685,0.2404,
IBM,Technology,2026-02-24,63.5,,39.9,229.32,241.67,1,19.55,0.685,0.2404,
IBM,Technology,2026-02-25,63.5,,41.0,237.54,236.34,0,17.93,0.685,0.2404,
IBM,Technology,2026-02-26,63.5,,43.4,242.01,242.39,1,18.63,0.685,0.2404,24.38
IBM,Technology,2026-02-27,63.5,,43.6,240.21,242.39,1,19.86,0.685,0.2404,23.84
IBM,Technology,2026-03-02,63.5,,42.7,239.37,243.14,1,21.44,0.685,0.2404,23.58
IBM,Technology,2026-03-03,63.5,,47.3,245.28,248.16,1,23.57,0.685,0.2404,29.41
IBM,Technology,2026-03-04,63.5,,62.9,250.06,246.74,0,21.15,0.685,0.2404,33.81
IBM,Technology,2026-03-05,63.5,,66.1,256.55,246.74,0,23.75,0.685,0.2404,39.34
IBM,Technology,2026-03-06,63.5,57.4,67.0,258.85,246.74,0,29.49,0.685,0.2404,41.21
IBM,Technology,2026-03-09,63.5,51.3,61.7,253.33,241.74,0,25.5,0.685,0.2404,38.16
IBM,Technology,2026-03-10,63.5,48.9,59.9,250.2,237.18,0,24.93,0.685,0.2404,36.51
IBM,Technology,2026-03-11,63.5,49.4,56.4,248.87,230.76,0,24.23,0.685,0.2404,35.81
IBM,Technology,2026-03-12,63.5,48.9,55.9,247.68,237.82,0,27.29,0.685,0.2404,35.15
IBM,Technology,2026-03-13,63.5,47.0,49.7,246.28,237.82,0,27.19,0.685,0.2404,34.35
TCS.NS,IT Services,2026-02-06,75.7,,51.2,2941.6,2527.4,0,20.37,0.272,1.4903,
TCS.NS,IT Services,2026-02-09,75.7,,76.0,2948.2,2462.1,0,17.36,0.272,1.4903,
TCS.NS,IT Services,2026-02-10,75.7,,81.0,2984.6,2446.3,0,17.79,0.272,1.4903,
TCS.NS,IT Services,2026-02-11,75.7,,83.2,2909.8,2410.5,0,17.65,0.272,1.4903,
TCS.NS,IT Services,2026-02-12,75.7,,76.6,2750.1,2409.2,0,20.82,0.272,1.4903,
TCS.NS,IT Services,2026-02-13,75.7,,72.0,2692.2,2409.2,0,20.6,0.272,1.4903,
TCS.NS,IT Services,2026-02-16,75.7,,58.0,2706.6,2440.8,0,20.6,0.272,1.4903,
TCS.NS,IT Services,2026-02-17,75.7,,53.8,2717.4,2362.8,0,20.29,0.272,1.4903,
TCS.NS,IT Services,2026-02-18,75.7,,50.0,2694.9,2390.6,0,19.62,0.272,1.4903,
TCS.NS,IT Services,2026-02-19,75.7,,46.7,2677.9,2383.8,0,20.23,0.272,1.4903,
TCS.NS,IT Services,2026-02-20,75.7,,50.1,2686.2,2383.8,0,19.09,0.272,1.4903,
TCS.NS,IT Services,2026-02-23,75.7,,81.0,2676.3,2377.4,0,21.01,0.272,1.4903,
TCS.NS,IT Services,2026-02-24,75.7,,74.0,2573.7,2389.8,0,19.55,0.272,1.4903,
TCS.NS,IT Services,2026-02-25,75.7,,71.7,2629.3,2389.8,0,17.93,0.272,1.4903,31.89
TCS.NS,IT Services,2026-02-26,75.7,,61.1,2647.7,2358.9,0,18.63,0.272,1.4903,35.0
TCS.NS,IT Services,2026-02-27,75.7,,60.0,2637.4,2358.9,0,19.86,0.272,1.4903,34.06
TCS.NS,IT Services,2026-03-02,75.7,,39.2,2613.5,2408.2,0,21.44,0.272,1.4903,31.92
TCS.NS,IT Services,2026-03-04,75.7,,38.5,2584.8,2473.9,0,21.15,0.272,1.4903,29.52
TCS.NS,IT Services,2026-03-05,75.7,,38.7,2575.0,2473.9,0,23.75,0.272,1.4903,28.73
TCS.NS,IT Services,2026-03-06,75.7,20.1,47.4,2557.6,2473.9,0,29.49,0.272,1.4903,27.32
TCS.NS,IT Services,2026-03-09,75.7,19.3,50.2,2527.4,2559.2,1,25.5,0.272,1.4903,25.03
TCS.NS,IT Services,2026-03-10,75.7,19.5,51.3,2516.4,2589.0,1,24.93,0.272,1.4903,24.24
TCS.NS,IT Services,2026-03-11,75.7,17.7,55.4,2462.1,2524.3,1,24.23,0.272,1.4903,20.73
TCS.NS,IT Services,2026-03-12,75.7,17.6,52.5,2446.3,2472.6,1,27.29,0.272,1.4903,19.83
TCS.NS,IT Services,2026-03-13,75.7,16.7,47.5,2410.5,2472.6,1,27.19,0.272,1.4903,17.94
INFY.NS,IT Services,2026-02-09,66.9,,67.5,1497.2,1275.8,0,17.36,0.198,,
INFY.NS,IT Services,2026-02-10,66.9,,69.1,1497.8,1266.7,0,17.79,0.198,,
INFY.NS,IT Services,2026-02-11,66.9,,68.2,1471.9,1248.3,0,17.65,0.198,,
INFY.NS,IT Services,2026-02-12,66.9,,57.0,1386.0,1249.8,0,20.82,0.198,,
INFY.NS,IT Services,2026-02-13,66.9,,56.1,1369.1,1249.8,0,20.6,0.198,,
INFY.NS,IT Services,2026-02-16,66.9,,39.5,1365.6,1267.1,0,20.6,0.198,,
INFY.NS,IT Services,2026-02-17,66.9,,39.7,1391.2,1226.0,0,20.29,0.198,,
INFY.NS,IT Services,2026-02-18,66.9,,41.0,1373.7,1255.9,0,19.62,0.198,,
INFY.NS,IT Services,2026-02-19,66.9,,45.2,1370.5,1256.8,0,20.23,0.198,,
INFY.NS,IT Services,2026-02-20,66.9,,52.3,1353.2,1256.8,0,19.09,0.198,,
INFY.NS,IT Services,2026-02-23,66.9,,80.1,1327.5,1279.1,0,21.01,0.198,,
INFY.NS,IT Services,2026-02-24,66.9,,71.3,1275.5,1269.7,0,19.55,0.198,,
INFY.NS,IT Services,2026-02-25,66.9,,70.0,1290.1,1269.7,0,17.93,0.198,,12.27
INFY.NS,IT Services,2026-02-26,66.9,,60.5,1289.1,1250.6,0,18.63,0.198,,12.22
INFY.NS,IT Services,2026-02-27,66.9,,52.3,1300.1,1250.6,0,19.86,0.198,,16.39
INFY.NS,IT Services,2026-03-02,66.9,,38.9,1288.9,1275.7,0,21.44,0.198,,15.58
INFY.NS,IT Services,2026-03-04,66.9,,45.8,1305.7,1306.2,1,21.15,0.198,,21.83
INFY.NS,IT Services,2026-03-05,66.9,,41.6,1305.0,1306.2,1,23.75,0.198,,21.75
INFY.NS,IT Services,2026-03-06,66.9,24.5,41.6,1308.4,1306.2,0,29.49,0.198,,23.09
INFY.NS,IT Services,2026-03-09,66.9,32.2,40.3,1315.0,1346.2,1,25.5,0.198,,25.73
INFY.NS,IT Services,2026-03-10,66.9,33.2,46.0,1296.3,1331.6,1,24.93,0.198,,23.29
INFY.NS,IT Services,2026-03-11,66.9,31.8,36.4,1275.8,1292.5,1,24.23,0.198,,20.94
INFY.NS,IT Services,2026-03-12,66.9,30.8,39.7,1266.7,1276.8,1,27.29,0.198,,19.98
INFY.NS,IT Services,2026-03-13,66.9,27.6,38.0,1248.3,1276.8,1,27.19,0.198,,18.16
WIPRO.NS,IT Services,2026-02-06,67.9,,45.8,230.72,198.75,0,20.37,0.383,,
WIPRO.NS,IT Services,2026-02-09,67.9,,66.0,230.08,201.83,0,17.36,0.383,,
WIPRO.NS,IT Services,2026-02-10,67.9,,76.4,231.47,202.2,0,17.79,0.383,,
WIPRO.NS,IT Services,2026-02-11,67.9,,78.7,229.81,197.58,0,17.65,0.383,,
WIPRO.NS,IT Services,2026-02-12,67.9,,61.4,219.08,195.11,0,20.82,0.383,,
WIPRO.NS,IT Services,2026-02-13,67.9,,61.0,214.09,195.11,0,20.6,0.383,,
WIPRO.NS,IT Services,2026-02-16,67.9,,60.9,213.26,194.3,0,20.6,0.383,,
WIPRO.NS,IT Services,2026-02-17,67.9,,62.5,215.69,188.87,0,20.29,0.383,,
WIPRO.NS,IT Services,2026-02-18,67.9,,57.5,211.95,190.9,0,19.62,0.383,,
WIPRO.NS,IT Services,2026-02-19,67.9,,51.9,211.21,187.54,0,20.23,0.383,,
WIPRO.NS,IT Services,2026-02-20,67.9,,63.0,209.86,187.54,0,19.09,0.383,,
WIPRO.NS,IT Services,2026-02-23,67.9,,68.5,205.89,189.05,0,21.01,0.383,,
WIPRO.NS,IT Services,2026-02-24,67.9,,51.8,200.14,191.6,0,19.55,0.383,,
WIPRO.NS,IT Services,2026-02-25,67.9,,50.8,201.92,191.6,0,17.93,0.383,,13.11
WIPRO.NS,IT Services,2026-02-26,67.9,,45.1,201.08,187.64,0,18.63,0.383,,12.72
WIPRO.NS,IT Services,2026-02-27,67.9,,46.6,200.96,187.64,0,19.86,0.383,,12.67
WIPRO.NS,IT Services,2026-03-02,67.9,,37.4,198.57,191.18,0,21.44,0.383,,11.56
WIPRO.NS,IT Services,2026-03-04,67.9,,39.3,195.11,197.29,1,21.15,0.383,,10.18
WIPRO.NS,IT Services,2026-03-05,67.9,,37.7,195.71,197.29,1,23.75,0.383,,12.14
WIPRO.NS,IT Services,2026-03-06,67.9,15.1,38.3,195.4,197.29,1,29.49,0.383,,12.0
WIPRO.NS,IT Services,2026-03-09,67.9,18.6,40.5,198.75,203.42,1,25.5,0.383,,22.8
WIPRO.NS,IT Services,2026-03-10,67.9,27.2,46.0,200.8,202.87,1,24.93,0.383,,28.58
WIPRO.NS,IT Services,2026-03-11,67.9,39.9,51.2,201.83,204.88,1,24.23,0.383,,31.36
WIPRO.NS,IT Services,2026-03-12,67.9,43.3,49.1,202.2,202.97,1,27.29,0.383,,32.38
WIPRO.NS,IT Services,2026-03-13,67.9,37.9,42.2,197.58,202.97,1,27.19,0.383,,27.0
JPM,Banking,2026-02-06,65.3,,34.3,322.4,289.92,0,20.37,1.043,,
JPM,Banking,2026-02-09,65.3,,54.7,322.1,287.52,0,17.36,1.043,,
JPM,Banking,2026-02-10,65.3,,54.8,318.28,282.89,0,17.79,1.043,,
JPM,Banking,2026-02-11,65.3,,52.6,310.82,283.44,0,17.65,1.043,,
JPM,Banking,2026-02-12,65.3,,46.7,302.64,286.16,0,20.82,1.043,,
JPM,Banking,2026-02-13,65.3,,47.9,302.55,286.16,0,20.6,1.043,,
JPM,Banking,2026-02-17,65.3,,43.9,307.13,287.97,0,20.29,1.043,,
JPM,Banking,2026-02-18,65.3,,44.1,308.78,286.56,0,19.62,1.043,,
JPM,Banking,2026-02-19,65.3,,43.7,308.05,289.91,0,20.23,1.043,,
JPM,Banking,2026-02-20,65.3,,45.9,310.79,289.91,0,19.09,1.043,,
JPM,Banking,2026-02-23,65.3,,36.1,297.67,295.42,0,21.01,1.043,,
JPM,Banking,2026-02-24,65.3,,35.2,297.3,291.66,0,19.55,1.043,,
JPM,Banking,2026-02-25,65.3,,42.1,303.3,282.84,0,17.93,1.043,,
JPM,Banking,2026-02-26,65.3,,43.1,306.13,294.16,0,18.63,1.043,,38.68
JPM,Banking,2026-02-27,65.3,,45.3,300.3,294.16,0,19.86,1.043,,33.04
JPM,Banking,2026-03-02,65.3,,52.7,297.56,295.38,0,21.44,1.043,,30.77
JPM,Banking,2026-03-03,65.3,,59.4,300.26,294.6,0,23.57,1.043,,35.47
JPM,Banking,2026-03-04,65.3,,58.1,299.39,295.45,0,21.15,1.043,,34.66
JPM,Banking,2026-03-05,65.3,,54.4,293.55,295.45,1,23.75,1.043,,29.71
JPM,Banking,2026-03-06,65.3,20.4,53.5,289.48,295.45,1,29.49,1.043,,26.83
JPM,Banking,2026-03-09,65.3,19.9,51.0,289.92,307.97,1,25.5,1.043,,27.65
JPM,Banking,2026-03-10,65.3,19.6,50.9,288.73,310.33,1,24.93,1.043,,26.78
JPM,Banking,2026-03-11,65.3,19.3,47.9,287.52,309.87,1,24.23,1.043,,25.89
JPM,Banking,2026-03-12,65.3,17.0,47.4,282.89,313.68,1,27.29,1.043,,22.76
JPM,Banking,2026-03-13,65.3,18.5,45.2,283.44,313.68,1,27.19,1.043,,23.94
BAC,Banking,2026-02-06,73.5,,29.6,56.53,47.9,0,20.37,1.237,0.6628,
BAC,Banking,2026-02-09,73.5,,48.9,56.41,48.52,0,17.36,1.237,0.6628,
BAC,Banking,2026-02-10,73.5,,51.9,55.39,47.13,0,17.79,1.237,0.6628,
BAC,Banking,2026-02-11,73.5,,50.9,53.85,46.72,0,17.65,1.237,0.6628,
BAC,Banking,2026-02-12,73.5,,52.8,52.52,47.06,0,20.82,1.237,0.6628,
BAC,Banking,2026-02-13,73.5,,47.9,52.55,47.06,0,20.6,1.237,0.6628,
BAC,Banking,2026-02-17,73.5,,38.2,52.74,47.01,0,20.29,1.237,0.6628,
BAC,Banking,2026-02-18,73.5,,36.1,53.36,47.16,0,19.62,1.237,0.6628,
BAC,Banking,2026-02-19,73.5,,39.3,52.77,47.52,0,20.23,1.237,0.6628,
BAC,Banking,2026-02-20,73.5,,37.8,53.06,47.52,0,19.09,1.237,0.6628,
BAC,Banking,2026-02-23,73.5,,38.3,51.07,48.75,0,21.01,1.237,0.6628,
BAC,Banking,2026-02-24,73.5,,32.8,50.41,48.24,0,19.55,1.237,0.6628,
BAC,Banking,2026-02-25,73.5,,33.4,51.69,46.97,0,17.93,1.237,0.6628,
BAC,Banking,2026-02-26,73.5,,33.9,52.3,48.75,0,18.63,1.237,0.6628,33.14
BAC,Banking,2026-02-27,73.5,,32.6,49.83,48.75,0,19.86,1.237,0.6628,24.6
BAC,Banking,2026-03-02,73.5,,30.4,49.81,49.27,0,21.44,1.237,0.6628,24.55
BAC,Banking,2026-03-03,73.5,,35.0,49.97,49.38,0,23.57,1.237,0.6628,25.98
BAC,Banking,2026-03-04,73.5,,39.2,50.3,50.06,0,21.15,1.237,0.6628,28.96
BAC,Banking,2026-03-05,73.5,,36.6,49.81,50.06,1,23.75,1.237,0.6628,27.21
BAC,Banking,2026-03-06,73.5,15.4,36.2,48.64,50.06,1,29.49,1.237,0.6628,23.54
BAC,Banking,2026-03-09,73.5,13.8,40.6,47.9,51.88,1,25.5,1.237,0.6628,21.56
BAC,Banking,2026-03-10,73.5,15.3,38.0,48.56,52.71,1,24.93,1.237,0.6628,27.42
BAC,Banking,2026-03-11,73.5,17.1,38.8,48.52,52.54,1,24.23,1.237,0.6628,27.29
BAC,Banking,2026-03-12,73.5,14.6,38.4,47.13,53.35,1,27.29,1.237,0.6628,23.09
BAC,Banking,2026-03-13,73.5,14.5,44.7,46.72,53.35,1,27.19,1.237,0.6628,22.02
GS,Investment Banking,2026-02-06,72.6,,57.2,928.75,832.03,0,20.37,1.311,0.9608,
GS,Investment Banking,2026-02-09,72.6,,45.5,943.62,823.76,0,17.36,1.311,0.9608,
GS,Investment Banking,2026-02-10,72.6,,45.7,948.99,787.52,0,17.79,1.311,0.9608,
GS,Investment Banking,2026-02-11,72.6,,42.0,944.59,782.21,0,17.65,1.311,0.9608,
GS,Investment Banking,2026-02-12,72.6,,43.3,904.55,794.77,0,20.82,1.311,0.9608,
GS,Investment Banking,2026-02-13,72.6,,43.3,905.14,794.77,0,20.6,1.311,0.9608,
GS,Investment Banking,2026-02-17,72.6,,46.1,916.04,809.5,0,20.29,1.311,0.9608,
GS,Investment Banking,2026-02-18,72.6,,44.6,933.73,813.53,0,19.62,1.311,0.9608,
